Timestamp | Device_ID | Heart_Rate (BPM) | Status
2026-06-04 08:33:58 | WARD_A_HR_05 | 92 | WARNING
2026-06-04 08:33:59 | WARD_A_HR_01 | 139 | CRITICAL
2026-06-04 08:33:59 | WARD_A_HR_02 | 73 | NORMAL
2026-06-04 08:33:59 | WARD_A_HR_03 | 61 | NORMAL
2026-06-04 08:33:59 | WARD_A_HR_04 | 121 | CRITICAL
2026-06-04 08:33:59 | WARD_A_HR_05 | 93 | WARNING
2026-06-04 08:34:00 | WARD_A_HR_01 | 48 | CRITICAL
2026-06-04 08:34:00 | WARD_A_HR_02 | 73 | NORMAL
2026-06-04 08:34:00 | WARD_A_HR_03 | 81 | NORMAL
2026-06-04 08:34:00 | WARD_A_HR_04 | 64 | NORMAL
2026-06-04 08:34:00 | WARD_A_HR_05 | 54 | CRITICAL
2026-06-04 08:34:01 | WARD_A_HR_01 | 94 | WARNING
2026-06-04 08:34:01 | WARD_A_HR_02 | 133 | CRITICAL
2026-06-04 08:34:01 | WARD_A_HR_03 | 122 | CRITICAL
2026-06-04 08:34:01 | WARD_A_HR_04 | 92 | WARNING
2026-06-04 08:34:01 | WARD_A_HR_05 | 98 | WARNING
2026-06-04 08:34:02 | WARD_A_HR_01 | 95 | WARNING
2026-06-04 08:34:02 | WARD_A_HR_02 | 100 | WARNING
2026-06-04 08:34:02 | WARD_A_HR_03 | 114 | CRITICAL
2026-06-04 08:34:02 | WARD_A_HR_04 | 141 | CRITICAL
2026-06-04 08:34:02 | WARD_A_HR_05 | 107 | CRITICAL
2026-06-04 08:34:03 | WARD_A_HR_01 | 127 | CRITICAL
2026-06-04 08:34:03 | WARD_A_HR_02 | 117 | CRITICAL
2026-06-04 08:34:03 | WARD_A_HR_03 | 55 | CRITICAL
2026-06-04 08:34:03 | WARD_A_HR_04 | 85 | NORMAL
2026-06-04 08:34:03 | WARD_A_HR_05 | 127 | CRITICAL
2026-06-04 08:34:04 | WARD_A_HR_01 | 136 | CRITICAL
2026-06-04 08:34:04 | WARD_A_HR_02 | 128 | CRITICAL
2026-06-04 08:34:04 | WARD_A_HR_03 | 95 | WARNING
2026-06-04 08:34:04 | WARD_A_HR_04 | 136 | CRITICAL
2026-06-04 08:34:04 | WARD_A_HR_05 | 96 | WARNING
2026-06-04 08:34:05 | WARD_A_HR_01 | 57 | CRITICAL
2026-06-04 08:34:05 | WARD_A_HR_02 | 114 | CRITICAL
2026-06-04 08:34:05 | WARD_A_HR_03 | 123 | CRITICAL
2026-06-04 08:34:05 | WARD_A_HR_04 | 68 | NORMAL
2026-06-04 08:34:05 | WARD_A_HR_05 | 139 | CRITICAL
2026-06-04 08:34:06 | WARD_A_HR_01 | 136 | CRITICAL
2026-06-04 08:34:06 | WARD_A_HR_02 | 146 | CRITICAL
2026-06-04 08:34:06 | WARD_A_HR_03 | 145 | CRITICAL
2026-06-04 08:34:06 | WARD_A_HR_04 | 128 | CRITICAL
2026-06-04 08:34:06 | WARD_A_HR_05 | 47 | CRITICAL
2026-06-04 08:34:07 | WARD_A_HR_01 | 51 | CRITICAL
2026-06-04 08:34:07 | WARD_A_HR_02 | 132 | CRITICAL
2026-06-04 08:34:07 | WARD_A_HR_03 | 105 | CRITICAL
2026-06-04 08:34:07 | WARD_A_HR_04 | 136 | CRITICAL
2026-06-04 08:34:07 | WARD_A_HR_05 | 121 | CRITICAL
2026-06-04 08:34:08 | WARD_A_HR_01 | 150 | CRITICAL
2026-06-04 08:34:08 | WARD_A_HR_02 | 49 | CRITICAL
2026-06-04 08:34:08 | WARD_A_HR_03 | 121 | CRITICAL
2026-06-04 08:34:08 | WARD_A_HR_04 | 100 | WARNING
2026-06-04 08:34:08 | WARD_A_HR_05 | 100 | WARNING
2026-06-04 08:34:09 | WARD_A_HR_01 | 89 | NORMAL
2026-06-04 08:34:09 | WARD_A_HR_02 | 121 | CRITICAL
2026-06-04 08:34:09 | WARD_A_HR_03 | 52 | CRITICAL
2026-06-04 08:34:09 | WARD_A_HR_04 | 108 | CRITICAL
2026-06-04 08:34:09 | WARD_A_HR_05 | 96 | WARNING
2026-06-04 08:34:10 | WARD_A_HR_01 | 107 | CRITICAL
2026-06-04 08:34:10 | WARD_A_HR_02 | 140 | CRITICAL
2026-06-04 08:34:10 | WARD_A_HR_03 | 128 | CRITICAL
2026-06-04 08:34:10 | WARD_A_HR_04 | 127 | CRITICAL
2026-06-04 08:34:10 | WARD_A_HR_05 | 122 | CRITICAL
2026-06-04 08:34:11 | WARD_A_HR_01 | 111 | CRITICAL
2026-06-04 08:34:11 | WARD_A_HR_02 | 70 | NORMAL
2026-06-04 08:34:11 | WARD_A_HR_03 | 102 | CRITICAL
2026-06-04 08:34:11 | WARD_A_HR_04 | 49 | CRITICAL
2026-06-04 08:34:11 | WARD_A_HR_05 | 116 | CRITICAL
