Timestamp | Device_ID | Temperature (Celsius) | Status
2026-06-04 08:33:28 | WARD_B_TEMP_05 | 38.6 | CRITICAL
2026-06-04 08:33:29 | WARD_B_TEMP_01 | 34.9 | CRITICAL
2026-06-04 08:33:29 | WARD_B_TEMP_02 | 38.4 | CRITICAL
2026-06-04 08:33:29 | WARD_B_TEMP_03 | 34.6 | CRITICAL
2026-06-04 08:33:29 | WARD_B_TEMP_04 | 38.6 | CRITICAL
2026-06-04 08:33:29 | WARD_B_TEMP_05 | 34.6 | CRITICAL
2026-06-04 08:33:30 | WARD_B_TEMP_01 | 40.3 | CRITICAL
2026-06-04 08:33:30 | WARD_B_TEMP_02 | 36.4 | NORMAL
2026-06-04 08:33:30 | WARD_B_TEMP_03 | 37.6 | WARNING
2026-06-04 08:33:30 | WARD_B_TEMP_04 | 39.4 | CRITICAL
2026-06-04 08:33:30 | WARD_B_TEMP_05 | 39.1 | CRITICAL
2026-06-04 08:33:31 | WARD_B_TEMP_01 | 36.2 | NORMAL
2026-06-04 08:33:31 | WARD_B_TEMP_02 | 38.6 | CRITICAL
2026-06-04 08:33:31 | WARD_B_TEMP_03 | 40.5 | CRITICAL
2026-06-04 08:33:31 | WARD_B_TEMP_04 | 40.3 | CRITICAL
2026-06-04 08:33:31 | WARD_B_TEMP_05 | 40.2 | CRITICAL
2026-06-04 08:33:32 | WARD_B_TEMP_01 | 35.6 | NORMAL
2026-06-04 08:33:32 | WARD_B_TEMP_02 | 39.9 | CRITICAL
2026-06-04 08:33:32 | WARD_B_TEMP_03 | 38.5 | CRITICAL
2026-06-04 08:33:32 | WARD_B_TEMP_04 | 37.5 | WARNING
2026-06-04 08:33:32 | WARD_B_TEMP_05 | 38.8 | CRITICAL
2026-06-04 08:33:33 | WARD_B_TEMP_01 | 34.9 | CRITICAL
2026-06-04 08:33:33 | WARD_B_TEMP_02 | 36.1 | NORMAL
2026-06-04 08:33:33 | WARD_B_TEMP_03 | 37.5 | WARNING
2026-06-04 08:33:33 | WARD_B_TEMP_04 | 35.0 | CRITICAL
2026-06-04 08:33:33 | WARD_B_TEMP_05 | 39.2 | CRITICAL
2026-06-04 08:33:34 | WARD_B_TEMP_01 | 35.0 | CRITICAL
2026-06-04 08:33:34 | WARD_B_TEMP_02 | 37.5 | WARNING
2026-06-04 08:33:34 | WARD_B_TEMP_03 | 39.0 | CRITICAL
2026-06-04 08:33:34 | WARD_B_TEMP_04 | 40.4 | CRITICAL
2026-06-04 08:33:34 | WARD_B_TEMP_05 | 35.5 | NORMAL
2026-06-04 08:33:35 | WARD_B_TEMP_01 | 36.4 | NORMAL
2026-06-04 08:33:35 | WARD_B_TEMP_02 | 38.0 | WARNING
2026-06-04 08:33:35 | WARD_B_TEMP_03 | 35.2 | CRITICAL
2026-06-04 08:33:35 | WARD_B_TEMP_04 | 38.5 | CRITICAL
2026-06-04 08:33:35 | WARD_B_TEMP_05 | 34.7 | CRITICAL
2026-06-04 08:33:36 | WARD_B_TEMP_01 | 35.2 | CRITICAL
2026-06-04 08:33:36 | WARD_B_TEMP_02 | 36.5 | NORMAL
2026-06-04 08:33:36 | WARD_B_TEMP_03 | 36.0 | NORMAL
2026-06-04 08:33:36 | WARD_B_TEMP_04 | 36.5 | NORMAL
2026-06-04 08:33:36 | WARD_B_TEMP_05 | 36.7 | NORMAL
2026-06-04 08:33:37 | WARD_B_TEMP_01 | 35.3 | CRITICAL
2026-06-04 08:33:37 | WARD_B_TEMP_02 | 37.7 | WARNING
2026-06-04 08:33:37 | WARD_B_TEMP_03 | 39.1 | CRITICAL
2026-06-04 08:33:37 | WARD_B_TEMP_04 | 35.6 | NORMAL
2026-06-04 08:33:37 | WARD_B_TEMP_05 | 37.8 | WARNING
2026-06-04 08:33:38 | WARD_B_TEMP_01 | 36.0 | NORMAL
2026-06-04 08:33:38 | WARD_B_TEMP_02 | 40.3 | CRITICAL
2026-06-04 08:33:38 | WARD_B_TEMP_03 | 36.7 | NORMAL
2026-06-04 08:33:38 | WARD_B_TEMP_04 | 40.0 | CRITICAL
2026-06-04 08:33:38 | WARD_B_TEMP_05 | 39.7 | CRITICAL
2026-06-04 08:33:39 | WARD_B_TEMP_01 | 34.8 | CRITICAL
2026-06-04 08:33:39 | WARD_B_TEMP_02 | 35.0 | CRITICAL
2026-06-04 08:33:39 | WARD_B_TEMP_03 | 34.8 | CRITICAL
2026-06-04 08:33:39 | WARD_B_TEMP_04 | 35.0 | CRITICAL
2026-06-04 08:33:39 | WARD_B_TEMP_05 | 39.6 | CRITICAL
2026-06-04 08:33:40 | WARD_B_TEMP_01 | 36.0 | NORMAL
2026-06-04 08:33:40 | WARD_B_TEMP_02 | 36.2 | NORMAL
2026-06-04 08:33:40 | WARD_B_TEMP_03 | 36.6 | NORMAL
2026-06-04 08:33:40 | WARD_B_TEMP_04 | 39.5 | CRITICAL
2026-06-04 08:33:40 | WARD_B_TEMP_05 | 36.8 | NORMAL
2026-06-04 08:33:41 | WARD_B_TEMP_01 | 35.5 | NORMAL
2026-06-04 08:33:41 | WARD_B_TEMP_02 | 37.7 | WARNING
2026-06-04 08:33:41 | WARD_B_TEMP_03 | 35.6 | NORMAL
2026-06-04 08:33:41 | WARD_B_TEMP_04 | 36.8 | NORMAL
2026-06-04 08:33:41 | WARD_B_TEMP_05 | 37.3 | NORMAL
2026-06-04 08:33:42 | WARD_B_TEMP_01 | 35.3 | CRITICAL
2026-06-04 08:33:42 | WARD_B_TEMP_02 | 38.1 | CRITICAL
2026-06-04 08:33:42 | WARD_B_TEMP_03 | 37.9 | WARNING
2026-06-04 08:33:42 | WARD_B_TEMP_04 | 38.5 | CRITICAL
2026-06-04 08:33:42 | WARD_B_TEMP_05 | 37.6 | WARNING
2026-06-04 08:33:43 | WARD_B_TEMP_01 | 39.7 | CRITICAL
2026-06-04 08:33:43 | WARD_B_TEMP_02 | 34.7 | CRITICAL
2026-06-04 08:33:43 | WARD_B_TEMP_03 | 40.2 | CRITICAL
2026-06-04 08:33:43 | WARD_B_TEMP_04 | 38.2 | CRITICAL
2026-06-04 08:33:43 | WARD_B_TEMP_05 | 38.4 | CRITICAL
2026-06-04 08:33:44 | WARD_B_TEMP_01 | 37.4 | NORMAL
2026-06-04 08:33:44 | WARD_B_TEMP_02 | 36.1 | NORMAL
2026-06-04 08:33:44 | WARD_B_TEMP_03 | 40.1 | CRITICAL
2026-06-04 08:33:44 | WARD_B_TEMP_04 | 38.4 | CRITICAL
2026-06-04 08:33:44 | WARD_B_TEMP_05 | 40.2 | CRITICAL
2026-06-04 08:33:45 | WARD_B_TEMP_01 | 38.3 | CRITICAL
2026-06-04 08:33:45 | WARD_B_TEMP_02 | 35.8 | NORMAL
2026-06-04 08:33:45 | WARD_B_TEMP_03 | 36.1 | NORMAL
2026-06-04 08:33:45 | WARD_B_TEMP_04 | 39.0 | CRITICAL
2026-06-04 08:33:45 | WARD_B_TEMP_05 | 39.1 | CRITICAL
2026-06-04 08:33:46 | WARD_B_TEMP_01 | 39.8 | CRITICAL
2026-06-04 08:33:46 | WARD_B_TEMP_02 | 40.4 | CRITICAL
2026-06-04 08:33:46 | WARD_B_TEMP_03 | 39.5 | CRITICAL
2026-06-04 08:33:46 | WARD_B_TEMP_04 | 38.5 | CRITICAL
2026-06-04 08:33:46 | WARD_B_TEMP_05 | 35.4 | CRITICAL
2026-06-04 08:33:47 | WARD_B_TEMP_01 | 37.0 | NORMAL
2026-06-04 08:33:47 | WARD_B_TEMP_02 | 40.4 | CRITICAL
2026-06-04 08:33:47 | WARD_B_TEMP_03 | 35.2 | CRITICAL
2026-06-04 08:33:47 | WARD_B_TEMP_04 | 35.6 | NORMAL
2026-06-04 08:33:47 | WARD_B_TEMP_05 | 36.5 | NORMAL
2026-06-04 08:33:48 | WARD_B_TEMP_01 | 38.1 | CRITICAL
2026-06-04 08:33:48 | WARD_B_TEMP_02 | 34.9 | CRITICAL
2026-06-04 08:33:48 | WARD_B_TEMP_03 | 36.5 | NORMAL
2026-06-04 08:33:48 | WARD_B_TEMP_04 | 37.8 | WARNING
2026-06-04 08:33:48 | WARD_B_TEMP_05 | 40.2 | CRITICAL
2026-06-04 08:33:49 | WARD_B_TEMP_01 | 35.5 | NORMAL
2026-06-04 08:33:49 | WARD_B_TEMP_02 | 35.7 | NORMAL
2026-06-04 08:33:49 | WARD_B_TEMP_03 | 38.4 | CRITICAL
2026-06-04 08:33:49 | WARD_B_TEMP_04 | 39.0 | CRITICAL
2026-06-04 08:33:49 | WARD_B_TEMP_05 | 36.3 | NORMAL
2026-06-04 08:33:50 | WARD_B_TEMP_01 | 36.1 | NORMAL
2026-06-04 08:33:50 | WARD_B_TEMP_02 | 37.3 | NORMAL
2026-06-04 08:33:50 | WARD_B_TEMP_03 | 38.0 | WARNING
2026-06-04 08:33:50 | WARD_B_TEMP_04 | 39.4 | CRITICAL
2026-06-04 08:33:50 | WARD_B_TEMP_05 | 39.3 | CRITICAL
2026-06-04 08:33:51 | WARD_B_TEMP_01 | 39.3 | CRITICAL
2026-06-04 08:33:51 | WARD_B_TEMP_02 | 40.2 | CRITICAL
2026-06-04 08:33:51 | WARD_B_TEMP_03 | 37.5 | WARNING
2026-06-04 08:33:51 | WARD_B_TEMP_04 | 35.4 | CRITICAL
2026-06-04 08:33:51 | WARD_B_TEMP_05 | 35.7 | NORMAL
2026-06-04 08:33:52 | WARD_B_TEMP_01 | 35.4 | CRITICAL
2026-06-04 08:33:52 | WARD_B_TEMP_02 | 36.6 | NORMAL
2026-06-04 08:33:52 | WARD_B_TEMP_03 | 37.2 | NORMAL
2026-06-04 08:33:52 | WARD_B_TEMP_04 | 38.4 | CRITICAL
2026-06-04 08:33:52 | WARD_B_TEMP_05 | 35.3 | CRITICAL
2026-06-04 08:33:53 | WARD_B_TEMP_01 | 35.3 | CRITICAL
2026-06-04 08:33:53 | WARD_B_TEMP_02 | 37.5 | WARNING
2026-06-04 08:33:53 | WARD_B_TEMP_03 | 35.5 | NORMAL
2026-06-04 08:33:53 | WARD_B_TEMP_04 | 35.8 | NORMAL
2026-06-04 08:33:53 | WARD_B_TEMP_05 | 37.0 | NORMAL
2026-06-04 08:33:54 | WARD_B_TEMP_01 | 38.7 | CRITICAL
2026-06-04 08:33:54 | WARD_B_TEMP_02 | 40.0 | CRITICAL
2026-06-04 08:33:54 | WARD_B_TEMP_03 | 38.4 | CRITICAL
2026-06-04 08:33:54 | WARD_B_TEMP_04 | 39.7 | CRITICAL
2026-06-04 08:33:54 | WARD_B_TEMP_05 | 35.6 | NORMAL
2026-06-04 08:33:55 | WARD_B_TEMP_01 | 37.2 | NORMAL
2026-06-04 08:33:55 | WARD_B_TEMP_02 | 36.3 | NORMAL
2026-06-04 08:33:55 | WARD_B_TEMP_03 | 37.9 | WARNING
2026-06-04 08:33:55 | WARD_B_TEMP_04 | 36.7 | NORMAL
2026-06-04 08:33:55 | WARD_B_TEMP_05 | 40.0 | CRITICAL
2026-06-04 08:33:56 | WARD_B_TEMP_01 | 37.5 | WARNING
2026-06-04 08:33:56 | WARD_B_TEMP_02 | 35.0 | CRITICAL
2026-06-04 08:33:56 | WARD_B_TEMP_03 | 34.8 | CRITICAL
2026-06-04 08:33:56 | WARD_B_TEMP_04 | 39.1 | CRITICAL
2026-06-04 08:33:56 | WARD_B_TEMP_05 | 35.3 | CRITICAL
2026-06-04 08:33:57 | WARD_B_TEMP_01 | 38.2 | CRITICAL
2026-06-04 08:33:57 | WARD_B_TEMP_02 | 38.5 | CRITICAL
2026-06-04 08:33:57 | WARD_B_TEMP_03 | 36.3 | NORMAL
2026-06-04 08:33:57 | WARD_B_TEMP_04 | 37.3 | NORMAL
2026-06-04 08:33:57 | WARD_B_TEMP_05 | 34.7 | CRITICAL
2026-06-04 08:33:58 | WARD_B_TEMP_01 | 38.1 | CRITICAL
2026-06-04 08:33:58 | WARD_B_TEMP_02 | 36.0 | NORMAL
2026-06-04 08:33:58 | WARD_B_TEMP_03 | 38.9 | CRITICAL
2026-06-04 08:33:58 | WARD_B_TEMP_04 | 38.6 | CRITICAL
2026-06-04 08:33:58 | WARD_B_TEMP_05 | 39.2 | CRITICAL
2026-06-04 08:33:59 | WARD_B_TEMP_01 | 36.7 | NORMAL
2026-06-04 08:33:59 | WARD_B_TEMP_02 | 35.3 | CRITICAL
2026-06-04 08:33:59 | WARD_B_TEMP_03 | 35.7 | NORMAL
2026-06-04 08:33:59 | WARD_B_TEMP_04 | 39.5 | CRITICAL
2026-06-04 08:33:59 | WARD_B_TEMP_05 | 39.6 | CRITICAL
2026-06-04 08:34:00 | WARD_B_TEMP_01 | 37.6 | WARNING
2026-06-04 08:34:00 | WARD_B_TEMP_02 | 40.4 | CRITICAL
2026-06-04 08:34:00 | WARD_B_TEMP_03 | 40.4 | CRITICAL
2026-06-04 08:34:00 | WARD_B_TEMP_04 | 39.5 | CRITICAL
2026-06-04 08:34:00 | WARD_B_TEMP_05 | 39.1 | CRITICAL
2026-06-04 08:34:01 | WARD_B_TEMP_01 | 34.9 | CRITICAL
2026-06-04 08:34:01 | WARD_B_TEMP_02 | 35.0 | CRITICAL
2026-06-04 08:34:01 | WARD_B_TEMP_03 | 39.5 | CRITICAL
2026-06-04 08:34:01 | WARD_B_TEMP_04 | 37.4 | NORMAL
2026-06-04 08:34:01 | WARD_B_TEMP_05 | 39.6 | CRITICAL
2026-06-04 08:34:02 | WARD_B_TEMP_01 | 34.7 | CRITICAL
2026-06-04 08:34:02 | WARD_B_TEMP_02 | 38.1 | CRITICAL
2026-06-04 08:34:02 | WARD_B_TEMP_03 | 36.3 | NORMAL
2026-06-04 08:34:02 | WARD_B_TEMP_04 | 36.5 | NORMAL
2026-06-04 08:34:02 | WARD_B_TEMP_05 | 39.8 | CRITICAL
2026-06-04 08:34:03 | WARD_B_TEMP_01 | 38.0 | WARNING
2026-06-04 08:34:03 | WARD_B_TEMP_02 | 40.5 | CRITICAL
2026-06-04 08:34:03 | WARD_B_TEMP_03 | 35.8 | NORMAL
2026-06-04 08:34:03 | WARD_B_TEMP_04 | 35.5 | NORMAL
2026-06-04 08:34:03 | WARD_B_TEMP_05 | 38.5 | CRITICAL
2026-06-04 08:34:04 | WARD_B_TEMP_01 | 38.7 | CRITICAL
2026-06-04 08:34:04 | WARD_B_TEMP_02 | 38.4 | CRITICAL
2026-06-04 08:34:04 | WARD_B_TEMP_03 | 39.4 | CRITICAL
2026-06-04 08:34:04 | WARD_B_TEMP_04 | 35.8 | NORMAL
2026-06-04 08:34:04 | WARD_B_TEMP_05 | 39.0 | CRITICAL
2026-06-04 08:34:05 | WARD_B_TEMP_01 | 39.5 | CRITICAL
2026-06-04 08:34:05 | WARD_B_TEMP_02 | 37.4 | NORMAL
2026-06-04 08:34:05 | WARD_B_TEMP_03 | 36.9 | NORMAL
2026-06-04 08:34:05 | WARD_B_TEMP_04 | 35.5 | NORMAL
2026-06-04 08:34:05 | WARD_B_TEMP_05 | 36.3 | NORMAL
2026-06-04 08:34:06 | WARD_B_TEMP_01 | 37.7 | WARNING
2026-06-04 08:34:06 | WARD_B_TEMP_02 | 35.2 | CRITICAL
2026-06-04 08:34:06 | WARD_B_TEMP_03 | 35.2 | CRITICAL
2026-06-04 08:34:06 | WARD_B_TEMP_04 | 35.9 | NORMAL
2026-06-04 08:34:06 | WARD_B_TEMP_05 | 38.9 | CRITICAL
2026-06-04 08:34:07 | WARD_B_TEMP_01 | 35.8 | NORMAL
2026-06-04 08:34:07 | WARD_B_TEMP_02 | 36.5 | NORMAL
2026-06-04 08:34:07 | WARD_B_TEMP_03 | 40.1 | CRITICAL
2026-06-04 08:34:07 | WARD_B_TEMP_04 | 37.5 | WARNING
2026-06-04 08:34:07 | WARD_B_TEMP_05 | 40.3 | CRITICAL
2026-06-04 08:34:08 | WARD_B_TEMP_01 | 35.2 | CRITICAL
2026-06-04 08:34:08 | WARD_B_TEMP_02 | 36.7 | NORMAL
2026-06-04 08:34:08 | WARD_B_TEMP_03 | 38.9 | CRITICAL
2026-06-04 08:34:08 | WARD_B_TEMP_04 | 37.4 | NORMAL
2026-06-04 08:34:08 | WARD_B_TEMP_05 | 40.3 | CRITICAL
2026-06-04 08:34:09 | WARD_B_TEMP_01 | 37.0 | NORMAL
2026-06-04 08:34:09 | WARD_B_TEMP_02 | 37.1 | NORMAL
2026-06-04 08:34:09 | WARD_B_TEMP_03 | 40.2 | CRITICAL
2026-06-04 08:34:09 | WARD_B_TEMP_04 | 38.3 | CRITICAL
2026-06-04 08:34:09 | WARD_B_TEMP_05 | 38.9 | CRITICAL
2026-06-04 08:34:10 | WARD_B_TEMP_01 | 36.6 | NORMAL
2026-06-04 08:34:10 | WARD_B_TEMP_02 | 39.1 | CRITICAL
2026-06-04 08:34:10 | WARD_B_TEMP_03 | 36.4 | NORMAL
2026-06-04 08:34:10 | WARD_B_TEMP_04 | 35.0 | CRITICAL
2026-06-04 08:34:10 | WARD_B_TEMP_05 | 35.9 | NORMAL
2026-06-04 08:34:11 | WARD_B_TEMP_01 | 36.8 | NORMAL
2026-06-04 08:34:11 | WARD_B_TEMP_02 | 38.8 | CRITICAL
2026-06-04 08:34:11 | WARD_B_TEMP_03 | 35.2 | CRITICAL
2026-06-04 08:34:11 | WARD_B_TEMP_04 | 35.7 | NORMAL
2026-06-04 08:34:11 | WARD_B_TEMP_05 | 36.6 | NORMAL
